,,,,," 19,388,231.64 ",
Invoice Date,Supplier Name,Supplier Country,Taxable basis,Currency,Tax to pay,Runing Total
20190507,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,850.52,EUR,297.68,3025707.03
20190507,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2222.29,EUR,777.8,3026484.83
20190507,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,717.81,EUR,251.23,3026736.06
20190507,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,741.24,EUR,259.43,3026995.49
20190508,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,741.24,EUR,259.43,3027254.92
20190508,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,741.24,EUR,259.43,3027514.35
20190508,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,741.24,EUR,259.43,3027773.78
20190508,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,430.5,EUR,150.67,3027924.45
20190501,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1072.58,EUR,375.4,3028299.85
20190505,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,741.24,EUR,259.43,3028559.28
20190424,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,516.6,EUR,180.81,3028740.09
20190504,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,741.24,EUR,259.43,3028999.52
20190507,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,516.6,EUR,180.81,3029180.33
20190401,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,49.69,EUR,17.39,3029197.72
20190501,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,3862.4,EUR,1351.84,3030549.56
20190501,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,149.1,EUR,52.18,3030601.74
20190506,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,741.24,EUR,259.43,3030861.17
20190510,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1056.48,EUR,369.77,3031230.94
20190510,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,288.76,EUR,101.07,3031332.01
20190510,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,319.5,EUR,111.82,3031443.83
20190510,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,516.6,EUR,180.81,3031624.64
20190510,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,205.9,EUR,72.06,3031696.7
20190510,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,259.86,EUR,90.95,3031787.65
20190508,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,80.73,EUR,28.26,3031815.91
20190510,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,414.64,EUR,145.12,3031961.03
20190511,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,99.41,EUR,34.79,3031995.82
20190511,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,268.88,EUR,94.11,3032089.93
20190511,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1675.6,EUR,586.46,3032676.39
20190511,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,329.44,EUR,115.3,3032791.69
20190511,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,340.8,EUR,119.28,3032910.97
20190512,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,957.08,EUR,334.98,3033245.95
20190512,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,221.52,EUR,77.53,3033323.48
20190512,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,156.2,EUR,54.67,3033378.15
20190512,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,384.82,EUR,134.69,3033512.84
20190512,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,421.74,EUR,147.61,3033660.45
20190318,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1107.6,EUR,387.66,3034048.11
20190427,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,109.34,EUR,38.27,3034086.38
20190501,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,97.98,EUR,34.29,3034120.67
20190507,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,333.7,EUR,116.79,3034237.46
20190509,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,333.7,EUR,116.79,3034354.25
20190513,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,450.14,EUR,157.55,3034511.8
20190513,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,53.68,EUR,18.79,3034530.59
20190513,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,6159.96,EUR,2155.99,3036686.58
20190513,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,210.16,EUR,73.56,3036760.14
20190403,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,210.16,EUR,73.56,3036833.7
20190501,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,201.07,EUR,70.37,3036904.07
20190507,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,8489.51,EUR,2971.33,3039875.4
20190514,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,9608.93,EUR,3363.13,3043238.53
20190514,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,269.29,EUR,94.25,3043332.78
20190514,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,266.96,EUR,93.44,3043426.22
20190514,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1194.22,EUR,417.98,3043844.2
20190514,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,381.98,EUR,133.69,3043977.89
20190513,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,514.04,EUR,179.91,3044157.8
20190311,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,421.74,EUR,147.61,3044305.41
20190331,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,171.82,EUR,60.14,3044365.55
20190501,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,242.82,EUR,84.99,3044450.54
20190501,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,639,EUR,223.65,3044674.19
20190512,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,367.78,EUR,128.72,3044802.91
20190515,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,827.86,EUR,289.75,3045092.66
20190515,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,550.96,EUR,192.84,3045285.5
20190515,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,222.94,EUR,78.03,3045363.53
20190515,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,242.82,EUR,84.99,3045448.52
20190515,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,0.01,EUR,0,3045448.52
20190515,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,134.9,EUR,47.21,3045495.73
20190515,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,654.45,EUR,229.06,3045724.79
20190515,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,97.98,EUR,34.29,3045759.08
20190515,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,97.98,EUR,34.29,3045793.37
20190515,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,97.98,EUR,34.29,3045827.66
20190515,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,310.98,EUR,108.84,3045936.5
20190515,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2151.3,EUR,752.96,3046689.46
20190515,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,742.66,EUR,259.93,3046949.39
20190515,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,101.39,EUR,35.49,3046984.88
20190515,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,130.17,EUR,45.56,3047030.44
20190515,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1006.69,EUR,352.34,3047382.78
20190515,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1474.63,EUR,516.12,3047898.9
20190425,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,266.96,EUR,93.44,3047992.34
20190504,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,357.84,EUR,125.24,3048117.58
20190515,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,204.48,EUR,71.57,3048189.15
20190516,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1040.86,EUR,364.3,3048553.45
20190516,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1571.94,EUR,550.18,3049103.63
20190516,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,701.48,EUR,245.52,3049349.15
20190516,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1160,EUR,406,3049755.15
20190516,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,343.64,EUR,120.27,3049875.42
20190301,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,776.24,EUR,271.68,3050147.1
20190501,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,266.96,EUR,93.44,3050240.54
20190516,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,268.38,EUR,93.93,3050334.47
20190517,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,585.04,EUR,204.76,3050539.23
20190517,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,497,EUR,173.95,3050713.18
20190517,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,620.54,EUR,217.19,3050930.37
20190517,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,891.76,EUR,312.12,3051242.49
20190517,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,403.28,EUR,141.15,3051383.64
20190517,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,166.14,EUR,58.15,3051441.79
20190518,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,596.4,EUR,208.74,3051650.53
20190518,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,533.92,EUR,186.87,3051837.4
20190518,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,563.74,EUR,197.31,3052034.71
20190518,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,214.42,EUR,75.05,3052109.76
20190518,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,383.4,EUR,134.19,3052243.95
20190519,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,335.12,EUR,117.29,3052361.24
20190519,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,548.12,EUR,191.84,3052553.08
20190519,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,242.82,EUR,84.99,3052638.07
20190519,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,357.84,EUR,125.24,3052763.31
20190325,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,350.74,EUR,122.76,3052886.07
20190410,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1073.52,EUR,375.73,3053261.8
20190501,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,248.5,EUR,86.97,3053348.77
20190506,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,139.16,EUR,48.71,3053397.48
20190517,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,160.46,EUR,56.16,3053453.64
20190520,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,424.58,EUR,148.6,3053602.24
20190520,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,620.54,EUR,217.19,3053819.43
20190520,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,247.08,EUR,86.48,3053905.91
20190520,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,335.12,EUR,117.29,3054023.2
20190520,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,170.4,EUR,59.64,3054082.84
20190520,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,972.7,EUR,340.44,3054423.28
20190520,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,210.16,EUR,73.56,3054496.84
20190520,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,122.12,EUR,42.74,3054539.58
20190520,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,461.5,EUR,161.52,3054701.1
20190520,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,102.24,EUR,35.78,3054736.88
20190401,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,191.7,EUR,67.09,3054803.97
20190514,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,735.56,EUR,257.45,3055061.42
20190521,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,86.62,EUR,30.32,3055091.74
20190521,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,194.54,EUR,68.09,3055159.83
20190521,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,399.02,EUR,139.66,3055299.49
20190521,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,282.58,EUR,98.9,3055398.39
20190521,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2249.28,EUR,787.25,3056185.64
20180923,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1389.04,EUR,486.16,3056671.8
20190223,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,160.46,EUR,56.16,3056727.96
20190501,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,217.26,EUR,76.04,3056804
20190503,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,465.76,EUR,163.02,3056967.02
20190522,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,353.58,EUR,123.75,3057090.77
20190522,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,268.38,EUR,93.93,3057184.7
20190522,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,384.82,EUR,134.69,3057319.39
20190522,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,361.25,EUR,126.44,3057445.83
20190522,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,795.2,EUR,278.32,3057724.15
20180101,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,528.24,EUR,184.88,3057909.03
20190301,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,482.8,EUR,168.98,3058078.01
20190401,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,115.02,EUR,40.26,3058118.27
20190501,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,481.38,EUR,168.48,3058286.75
20190501,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,825.02,EUR,288.76,3058575.51
20190515,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,497.54,EUR,174.14,3058749.65
20190523,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,433.1,EUR,151.59,3058901.24
20190523,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,643.26,EUR,225.14,3059126.38
20190523,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,305.3,EUR,106.86,3059233.24
20190523,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,178.72,EUR,62.55,3059295.79
20190507,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,47.71,EUR,16.7,3059312.49
20190301,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,79.51,EUR,27.83,3059340.32
20190501,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,477.12,EUR,166.99,3059507.31
20190501,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1185.98,EUR,415.09,3059922.4
20190524,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,7429.44,EUR,2600.3,3062522.7
20190524,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,8008.8,EUR,2803.08,3065325.78
20190524,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,5725.44,EUR,2003.9,3067329.68
20190524,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,5418.72,EUR,1896.55,3069226.23
20190524,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2641.2,EUR,924.42,3070150.65
20190525,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1874.4,EUR,656.04,3070806.69
20190525,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,3834,EUR,1341.9,3072148.59
20190526,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,122.5,EUR,42.88,3072191.47
20190526,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1029.5,EUR,360.32,3072551.79
20190526,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,225.74,EUR,79.01,3072630.8
20190526,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,188.11,EUR,65.84,3072696.64
20190501,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,10035.03,EUR,3512.26,3076208.9
20190524,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,92.78,EUR,32.47,3076241.37
20190527,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,294.89,EUR,103.21,3076344.58
20190527,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1384.22,EUR,484.48,3076829.06
20190527,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,3049.36,EUR,1067.28,3077896.34
20190527,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1284.65,EUR,449.63,3078345.97
20190527,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,424.3,EUR,148.5,3078494.47
20190201,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,214.42,EUR,75.05,3078569.52
20190501,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,214.42,EUR,75.05,3078644.57
20190528,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,692.96,EUR,242.54,3078887.11
20190530,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,474.28,EUR,166,3079053.11
20190501,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,119.28,EUR,41.75,3079094.86
20190522,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,214.42,EUR,75.05,3079169.91
20190531,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,312.4,EUR,109.34,3079279.25
20190531,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1036.6,EUR,362.81,3079642.06
20190531,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,266.96,EUR,93.44,3079735.5
20190531,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,312.4,EUR,109.34,3079844.84
20190531,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,613.44,EUR,214.7,3080059.54
20190531,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,305.3,EUR,106.86,3080166.4
20190531,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,384.82,EUR,134.69,3080301.09
20190531,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,261.28,EUR,91.45,3080392.54
20190531,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,353.58,EUR,123.75,3080516.29
20190531,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,261.28,EUR,91.45,3080607.74
20190531,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,979.8,EUR,342.93,3080950.67
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,575.1,EUR,201.28,3081151.95
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,355,EUR,124.25,3081276.2
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,429.41,EUR,150.29,3081426.49
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,191.7,EUR,67.09,3081493.58
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,367.78,EUR,128.72,3081622.3
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,357.84,EUR,125.24,3081747.54
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,566.58,EUR,198.3,3081945.84
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,560.62,EUR,196.22,3082142.06
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,109.34,EUR,38.27,3082180.33
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,924.42,EUR,323.55,3082503.88
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,186.02,EUR,65.11,3082568.99
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,44.73,EUR,15.66,3082584.65
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,553.8,EUR,193.83,3082778.48
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2319.26,EUR,811.74,3083590.22
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1442.71,EUR,504.95,3084095.17
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,98.89,EUR,34.61,3084129.78
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,6452.38,EUR,2258.33,3086388.11
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1952.83,EUR,683.49,3087071.6
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,313.98,EUR,109.89,3087181.49
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1255.92,EUR,439.57,3087621.06
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,335.12,EUR,117.29,3087738.35
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,335.12,EUR,117.29,3087855.64
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,335.12,EUR,117.29,3087972.93
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,335.12,EUR,117.29,3088090.22
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,335.12,EUR,117.29,3088207.51
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,335.12,EUR,117.29,3088324.8
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,335.12,EUR,117.29,3088442.09
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,335.12,EUR,117.29,3088559.38
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,335.12,EUR,117.29,3088676.67
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,335.12,EUR,117.29,3088793.96
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,335.12,EUR,117.29,3088911.25
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,335.12,EUR,117.29,3089028.54
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1167.24,EUR,408.53,3089437.07
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,389.08,EUR,136.18,3089573.25
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,335.12,EUR,117.29,3089690.54
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,335.12,EUR,117.29,3089807.83
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,280.63,EUR,98.22,3089906.05
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,276.9,EUR,96.91,3090002.96
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,164.72,EUR,57.65,3090060.61
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,2114.01,EUR,739.9,3090800.51
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1167.24,EUR,408.53,3091209.04
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,389.08,EUR,136.18,3091345.22
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1154.46,EUR,404.06,3091749.28
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,648.94,EUR,227.13,3091976.41
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,859.1,EUR,300.69,3092277.1
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,687.28,EUR,240.55,3092517.65
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,433.1,EUR,151.59,3092669.24
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,650.36,EUR,227.63,3092896.87
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,650.36,EUR,227.63,3093124.5
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,515.46,EUR,180.41,3093304.91
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,311.83,EUR,109.14,3093414.05
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,259.86,EUR,90.95,3093505
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,65404.46,EUR,22891.56,3116396.56
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,332.28,EUR,116.3,3116512.86
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,335.12,EUR,117.29,3116630.15
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,335.12,EUR,117.29,3116747.44
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,1530.76,EUR,535.77,3117283.21
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,171.82,EUR,60.14,3117343.35
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,725.62,EUR,253.97,3117597.32
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,53.68,EUR,18.79,3117616.11
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,164.72,EUR,57.65,3117673.76
20190601,"DEUTSCHE BANK GRUPPE, LUXEMBURG",Luxembourg,6100.32,EUR,2135.11,3119808.87
